rxn_src	dir	enz	protein_stoich	status	comments
OCDCAt_c_e	REV	rt15442799	"rt1544_e:1,rt2799_e:1"	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
OCDCAt_c_en	FWD	SPONT	zeroCost	protStoichAsgnAuto	
OCDCAt_c_en	REV	SPONT	zeroCost	protStoichAsgnAuto	
OCDCAt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto	
OCDCAt_c_l	REV	SPONT	zeroCost	protStoichAsgnAuto	
OCDCAt_c_mm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
OCDCAt_c_mm	REV	SPONT	zeroCost	protStoichAsgnAuto	
OCDCAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
OCDCAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
OCDCEAt_c_e	FWD	rt15442799	"rt1544_e:1,rt2799_e:1"	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
OCDCEAt_c_e	REV	rt15442799	"rt1544_e:1,rt2799_e:1"	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
OCDCEAt_c_en	FWD	SPONT	zeroCost	protStoichAsgnAuto	
OCDCEAt_c_en	REV	SPONT	zeroCost	protStoichAsgnAuto	
OCDCEAt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto	
OCDCEAt_c_l	REV	SPONT	zeroCost	protStoichAsgnAuto	
OCDCEAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
OCDCEAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
OCOAT1_m	FWD	rt4722	rt4722:1	protStoichAsgnAuto	 
OCTAt_c_e	FWD	rt15442799	"rt1544_e:1,rt2799_e:1"	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
OCTAt_c_e	REV	rt15442799	"rt1544_e:1,rt2799_e:1"	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
OCTAt_c_x	FWD	rt5693	rt5693:1	protStoichAsgnAuto	 
OCTAt_c_x	REV	rt5693	rt5693:1	protStoichAsgnManual	 
OCTAt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto	 
OCTAt_c_x	REV	SPONT	zeroCost	protStoichAsgnManual	 
ODECOAt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ODECOAt_c_l	REV	SPONT	zeroCost	protStoichAsgnAuto	
ODECOAt_c_mm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ODECOAt_c_mm	REV	SPONT	zeroCost	protStoichAsgnAuto	
ODECOAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
ODECOAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
OGLYCANS_B3GAT1_r	FWD	rt2574	rt2574:1	protStoichAsgnAuto	 
OGLYCANS_B3GAT1_r	REV	rt2574	rt2574:1	protStoichAsgnAuto	 
OGLYCANS1_r	FWD	PMT12	"rt5472:1,rt0400:1"	protStoichAsgnManual	"No match in scRBA or -mer status in UniProt for proteins in GPR, so I reused the stoichiometry from DOLPMMT_r (which is in scRBA)."
OGLYCANS1_r	FWD	rt3753	rt3753:1	protStoichAsgnManual	"No match in scRBA or -mer status in UniProt for proteins in GPR, so I reused the stoichiometry from DOLPMMT_r (which is in scRBA)."
OGLYCANS2_g	FWD	rt1384	rt1384:1	protStoichAsgnAuto	 
OGLYCANS2_g	FWD	rt2093	rt2093:1	protStoichAsgnAuto	 
OGLYCANS2_g	FWD	rt7201	rt7201:1	protStoichAsgnAuto	 
OGLYCANS2_g	FWD	rt7295	rt7295:1	protStoichAsgnAuto	 
OGLYCANS3_g	FWD	rt1384	rt1384:1	protStoichAsgnAuto	 
OGLYCANS3_g	FWD	rt2093	rt2093:1	protStoichAsgnAuto	 
OGLYCANS3_g	FWD	rt7201	rt7201:1	protStoichAsgnAuto	 
OGLYCANS3_g	FWD	rt7295	rt7295:1	protStoichAsgnAuto	 
OGLYCANS4_g	FWD	rt3226	rt3226:1	protStoichAsgnAuto	 
OGLYCANS4_g	FWD	rt4112	rt4112:1	protStoichAsgnAuto	 
OGLYCANS5_g	FWD	rt3226	rt3226:1	protStoichAsgnAuto	 
OGLYCANS5_g	FWD	rt4112	rt4112:1	protStoichAsgnAuto	 
OMCDC_c	FWD	rt5646	rt5646:1	protStoichAsgnAuto	 
OMCDC_m	FWD	rt6242_m	rt6242_m:1	protStoichAsgnAuto	 
OMPDC_c	FWD	rt3750	rt3750:1	protStoichAsgnAuto	 
OPAH_c	FWD	rt1168	rt1168:1	protStoichAsgnAuto	 
OPAH_c	REV	rt1168	rt1168:1	protStoichAsgnManual	 
OPAH_c	FWD	rt1169	rt1169:1	protStoichAsgnAuto	 
OPAH_c	REV	rt1169	rt1169:1	protStoichAsgnManual	 
OPAH_c	FWD	rt6960	rt6960:1	protStoichAsgnAuto	 
OPAH_c	REV	rt6960	rt6960:1	protStoichAsgnManual	 
OPAH_c	FWD	rt7643	rt7643:1	protStoichAsgnAuto	 
OPAH_c	REV	rt7643	rt7643:1	protStoichAsgnManual	 
ORNCD_m	FWD	rt6574	rt6574:1	protStoichAsgnAuto	 
ORNDC_c	FWD	rt4267	rt4267:1	protStoichAsgnAuto	 
ORNN5MOX_c	FWD	rt2880	rt2880:1	protStoichAsgnAuto	 
ORNTA_c	FWD	rt6698	rt6698:1	protStoichAsgnAuto	 
ORNTACi_m	FWD	rt7840	rt7840:1	protStoichAsgnAuto	 
ORNtpa_m	FWD	rt4951	rt4951:1	protStoichAsgnAuto	 
ORNtps_e	FWD	rt1689	rt1689:1	protStoichAsgnAuto	 
ORNtps_e	REV	rt1689	rt1689:1	protStoichAsgnManual	 
ORNtps_e	FWD	rt5861	rt5861:1	protStoichAsgnAuto	 
ORNtps_e	REV	rt5861	rt5861:1	protStoichAsgnManual	 
ORPT_c	FWD	rt2348	rt2348:2	protStoichAsgnAuto	 
ORPT_c	REV	rt2348	rt2348:2	protStoichAsgnAuto	 
P5CD2_m	FWD	rt0201	rt0201:1	protStoichAsgnAuto	 
P5CR_c	FWD	rt5064	rt5064:1	protStoichAsgnAuto	 
PACALDt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PACALDt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto	
PACALDt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PACALDt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
PACCOAE_c	FWD	rt6217	rt6217:1	protStoichAsgnAuto	 
PACCOAE_x	FWD	rt5558	rt5558:1	protStoichAsgnAuto	 
PACCOAL_x	FWD	rt6434_x	rt6434_x:1	protStoichAsgnAuto	 
PACt_c_x	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto	 
PACt_c_x	REV	UNKNOWN	zeroCost	protStoichAsgnAuto	 
PADAH_c	FWD	rt1908	rt1908:1	protStoichAsgnAuto	 
PADAH_c	REV	rt1908	rt1908:1	protStoichAsgnAuto	 
PAFH_c	FWD	rt3915	rt3915:1	protStoichAsgnAuto	 
PAIL35Pt_c_vm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PAIL35Pt_c_vm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PAIL35Pt_en_vm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PAIL35Pt_en_vm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PAIL3K_vm	FWD	VPS15TOR1	"rt0641:1,rt3682:1"	protStoichAsgnManual	Included 0641 to fit scRBA GPR despite some uncertainty about it.
PAIL3K_vm	FWD	VPS15VPS34	"rt0641:1,rt0344:1"	protStoichAsgnManual	Included 0641 to fit scRBA GPR despite some uncertainty about it.
PAIL3Pt_gm_vm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PAIL3Pt_gm_vm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PAIL3Pt_rm_vm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PAIL3Pt_rm_vm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PAIL45Pt_c_en	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PAIL45Pt_c_en	REV	SPONT	zeroCost	protStoichAsgnAuto	
PAIL45Pt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PAIL45Pt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto	
PAIL45Pt_en_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PAIL45Pt_en_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PAIL4K_en	FWD	rt6718_en	rt6718_en:1	protStoichAsgnAuto	 
PAIL4K_en	FWD	rt6791	rt6791:1	protStoichAsgnAuto	 
PAIL4K_gm	FWD	PIK1FRQ1	"rt4220:1,rt1414_gm:1"	protStoichAsgnManual	Used scRBA stoich.
PAIL4K_n	FWD	rt1414_n	rt1414_n:1	protStoichAsgnAuto	 
PAIL4K_vm	FWD	rt6718_vm	rt6718_vm:1	protStoichAsgnAuto	 
PAIL4Pt_c_en	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PAIL4Pt_c_en	REV	SPONT	zeroCost	protStoichAsgnAuto	
PAIL4Pt_en_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PAIL4Pt_en_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PAILS_rm	FWD	rt6753	rt6753:1	protStoichAsgnAuto	 
PAILt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PAILt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PAILt_en_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PAILt_en_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PAILt_gm_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PAILt_gm_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PAILt_n_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PAILt_n_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PAILt_rm_vm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PAILt_rm_vm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PAN4Pt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PAN4Pt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto	
PAP_rm	FWD	rt4117	rt4117:1	protStoichAsgnAuto	 
PAP_vm	FWD	rt4719	rt4719:1	protStoichAsgnAuto	 
PAPSR_c	FWD	MET16TRX1	"rt7651_c:1,rt3373:1"	protStoichAsgnManual	"Genome annotation confirmed SC homology, so scRBA stoich. Was used"
PAPSR_c	FWD	MET16TRX2	"rt6971_c:1,rt3373:1"	protStoichAsgnManual	"Genome annotation confirmed SC homology, so scRBA stoich. Was used"
PAPt_c	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PAPt_c	REV	SPONT	zeroCost	protStoichAsgnAuto	
PAPt_c_m	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
PAPt_c_m	REV	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
PAt_en_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PAt_en_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PAt_gm_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PAt_gm_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PAt_l_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PAt_l_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PAt_mm_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PAt_mm_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PAt_rm_vm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PAt_rm_vm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PBAL_c	FWD	rt2107	rt2107:1	protStoichAsgnAuto	 
PC_c	FWD	rt7325	rt7325:1	protStoichAsgnAuto	 
PC_c	FWD	rt8262	rt8262:1	protStoichAsgnAuto	 
PCLAD_c	FWD	rt4548	rt4548:1	protStoichAsgnAuto	 
PCLAD_c	REV	rt4548	rt4548:1	protStoichAsgnAuto	 
PCOATA140_c	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	 
PCOATA140_c	REV	UNKNOWN	zeroCost	protStoichAsgnManual	 
PCOATA160_c	FWD	rt0302	rt0302:1	protStoichAsgnAuto	 
PCOATA160_c	REV	rt0302	rt0302:1	protStoichAsgnAuto	 
PCOATA180_c	FWD	rt0302	rt0302:1	protStoichAsgnAuto	 
PCOATA180_c	REV	rt0302	rt0302:1	protStoichAsgnAuto	 
PCt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PCt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PCt_en_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PCt_en_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PCt_l_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PCt_l_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PCt_mm_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PCt_mm_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PDAGATpc_rm	FWD	rt8109	rt8109:1	protStoichAsgnAuto	 
PDAGATpc_rm	REV	rt8109	rt8109:1	protStoichAsgnAuto	 
PDAGATpe_rm	FWD	rt8109	rt8109:1	protStoichAsgnAuto	 
PDAGATpe_rm	REV	rt8109	rt8109:1	protStoichAsgnAuto	 
PDE1_c	FWD	rt3419	rt3419:1	protStoichAsgnAuto	 
PDE1_c	FWD	rt5322	rt5322:1	protStoichAsgnAuto	 
PDE2_c	FWD	rt3419	rt3419:1	protStoichAsgnAuto	 
PDE2_c	FWD	rt5322	rt5322:1	protStoichAsgnAuto	 
PDE3_c	FWD	rt3419	rt3419:1	protStoichAsgnAuto	 
PDE4_c	FWD	rt3419	rt3419:1	protStoichAsgnAuto	 
PDE5_c	FWD	rt3419	rt3419:1	protStoichAsgnAuto	 
PDH_m	FWD	PDHCPLX	"rt5580:2,rt5262:2,rt1672:2,rt5354:1,rt5758:1"	protStoichAsgnManual	Used scRBA stoich.
PDMEMT_rm	FWD	rt4380	rt4380:1	protStoichAsgnAuto	 
PDX5POi_c	FWD	rt2312	rt2312:1	protStoichAsgnAuto	 
PEMT_rm	FWD	rt2279	rt2279:1	protStoichAsgnAuto	 
PEMT_rm	FWD	rt4380	rt4380:1	protStoichAsgnAuto	 
PENDPt_c_m	FWD	SPONT	zeroCost	protStoichAsgnManual	 
PENDPt_c_m	REV	SPONT	zeroCost	protStoichAsgnManual	 
PEt_c_r	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
PEt_c_r	REV	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
PEt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PEt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PEt_en_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PEt_en_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PEt_gm_rm	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
PEt_gm_rm	REV	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
PEt_l_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PEt_l_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PEt_mm_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PEt_mm_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PEt_rm_vm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PEt_rm_vm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PEtabc_m	FWD	rt1060	rt1060:1	protStoichAsgnAuto	 
PEtabc_m	REV	rt1060	rt1060:1	protStoichAsgnManual	 
PEtabc_m	FWD	rt4312	rt4312:1	protStoichAsgnAuto	 
PEtabc_m	REV	rt4312	rt4312:1	protStoichAsgnManual	 
PFK_c	FWD	rt0491	rt0491:1	protStoichAsgnAuto	 
PFK_c	FWD	rt0495	rt0495:1	protStoichAsgnAuto	 
PFK_c	FWD	rt0499	rt0499:4	protStoichAsgnAuto	 
PGAMT_c	FWD	rt4597	rt4597:1	protStoichAsgnAuto	 
PGAMT_c	REV	rt4597	rt4597:1	protStoichAsgnAuto	 
PGCD_c	FWD	rt0717	rt0717:1	protStoichAsgnAuto	 
PGCD_c	FWD	rt1147	rt1147:1	protStoichAsgnAuto	 
PGCD_c	FWD	rt3683	rt3683:1	protStoichAsgnAuto	 
PGCPH_c	FWD	rt4502	rt4502:1	protStoichAsgnAuto	 
PGI_c	FWD	rt1221	rt1221:1	protStoichAsgnAuto	 
PGI_c	REV	rt1221	rt1221:1	protStoichAsgnAuto	 
PGK_c	FWD	rt7353	rt7353:1	protStoichAsgnAuto	 
PGK_c	REV	rt7353	rt7353:1	protStoichAsgnAuto	 
PGL_c	FWD	rt6131	rt6131:1	protStoichAsgnAuto	 
PGLYCP_c	FWD	rt3422	rt3422:1	protStoichAsgnAuto	 
PGLYCP_c	FWD	rt4676	rt4676:1	protStoichAsgnAuto	 
PGM_c	FWD	rt1542	rt1542:1	protStoichAsgnAuto	 
PGM_c	REV	rt1542	rt1542:1	protStoichAsgnManual	 
PGM_c	FWD	rt7057	rt7057:1	protStoichAsgnAuto	 
PGM_c	REV	rt7057	rt7057:1	protStoichAsgnManual	 
PGMT_c	FWD	rt1591	rt1591:1	protStoichAsgnAuto	 
PGMT_c	REV	rt1591	rt1591:1	protStoichAsgnAuto	 
PGPP_mm	FWD	rt2532	rt2532:1	protStoichAsgnAuto	 
PGPS_mm	FWD	rt4228	rt4228:1	protStoichAsgnAuto	 
PGS_x	FWD	rt5040	rt5040:1	protStoichAsgnAuto	 
PGt_c_m	FWD	rt1060	rt1060:1	protStoichAsgnAuto	 
PGt_c_m	REV	rt1060	rt1060:1	protStoichAsgnManual	 
PGt_c_m	FWD	rt4312	rt4312:1	protStoichAsgnAuto	 
PGt_c_m	REV	rt4312	rt4312:1	protStoichAsgnManual	 
PHACRDC1_c	FWD	rt4099	rt4099:1	protStoichAsgnAuto	 
PHACRDC1_c	REV	rt4099	rt4099:1	protStoichAsgnAuto	 
PHACRDC2_c	FWD	rt4099	rt4099:1	protStoichAsgnAuto	 
PHACRDC2_c	REV	rt4099	rt4099:1	protStoichAsgnAuto	 
PHACRDC3_c	FWD	rt4099	rt4099:1	protStoichAsgnAuto	 
PHACRDC3_c	REV	rt4099	rt4099:1	protStoichAsgnAuto	 
PHACRDC4_c	FWD	rt4099	rt4099:1	protStoichAsgnAuto	 
PHACRDC4_c	REV	rt4099	rt4099:1	protStoichAsgnAuto	 
PHCD_m	FWD	rt0201	rt0201:1	protStoichAsgnAuto	 
PHCHGS_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PHEACt_c_e	FWD	SPONT	zeroCost	protStoichAsgnManual	 
PHEN2MOXy_c	FWD	rt4453	rt4453:1	protStoichAsgnAuto	 
PHEN2MOXy_c	FWD	rt4454	rt4454:1	protStoichAsgnAuto	 
PHEN2MOXy_c	FWD	rt4555	rt4555:1	protStoichAsgnAuto	 
PHEt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PHETA1_c	FWD	rt1784_c	rt1784_c:1	protStoichAsgnAuto	 
PHETA1_c	REV	rt1784_c	rt1784_c:1	protStoichAsgnManual	 
PHETA1_c	FWD	rt7471	rt7471:1	protStoichAsgnAuto	 
PHETA1_c	REV	rt7471	rt7471:1	protStoichAsgnManual	 
PHETA1_c	FWD	rt7697	rt7697:1	protStoichAsgnAuto	 
PHETA1_c	REV	rt7697	rt7697:1	protStoichAsgnManual	 
PHETA1_m	FWD	rt5562_m	rt5562_m:1	protStoichAsgnAuto	 
PHEtps_e	FWD	rt5861	rt5861:1	protStoichAsgnAuto	 
PHEtps_e	REV	rt5861	rt5861:1	protStoichAsgnAuto	 
PHETRS_c	FWD	FRS12	"rt4881:2,rt4102:2"	protStoichAsgnManual	Tetramer of two alpha and two beta subunits. | Tetramer of two alpha and two beta subunits.
PHETRS_m	FWD	rt5030	rt5030:1	protStoichAsgnAuto	 
PHYTOED1_c	FWD	rt0217	rt0217:1	protStoichAsgnAuto	 
PHYTOED2_c	FWD	rt0217	rt0217:1	protStoichAsgnAuto	 
PHYTOED3_c	FWD	rt0217	rt0217:1	protStoichAsgnAuto	 
PHYTOED4_c	FWD	rt0217	rt0217:1	protStoichAsgnAuto	 
PHYTOED5_c	FWD	rt0217	rt0217:1	protStoichAsgnAuto	 
PHYTOES_c	FWD	rt0221	rt0221:1	protStoichAsgnAuto	 
PHYTOES_c	REV	rt0221	rt0221:1	protStoichAsgnManual	 
PHYTOES_c	FWD	rt2239	rt2239:1	protStoichAsgnAuto	 
PHYTOES_c	REV	rt2239	rt2239:1	protStoichAsgnManual	 
PI35P5P_c	FWD	rt7001_c	rt7001_c:1	protStoichAsgnAuto	 
PI35P5P_c	FWD	rt7049_c	rt7049_c:1	protStoichAsgnAuto	 
PI35P5P_en	FWD	rt7001_en	rt7001_en:1	protStoichAsgnAuto	 
PI35P5P_en	FWD	rt7049_en	rt7049_en:1	protStoichAsgnAuto	 
PI35P5P_vm	FWD	VAC14FIG4	"rt5535:1,rt8251:1"	protStoichAsgnManual	Used scRBA stoich.
PI3P5K_vm	FWD	rt5771	rt5771:1	protStoichAsgnAuto	 
PI3PP_c	FWD	rt6512	rt6512:1	protStoichAsgnAuto	 
PI3PP_c	FWD	rt7001_c	rt7001_c:1	protStoichAsgnAuto	 
PI3PP_c	FWD	rt7049_c	rt7049_c:1	protStoichAsgnAuto	 
PI3PP_en	FWD	rt7001_en	rt7001_en:1	protStoichAsgnAuto	 
PI3PP_en	FWD	rt7049_en	rt7049_en:1	protStoichAsgnAuto	 
PI3PP_gm	FWD	rt3013_gm	rt3013_gm:1	protStoichAsgnAuto	 
PI3PP_rm	FWD	rt3013_rm	rt3013_rm:1	protStoichAsgnAuto	 
PI45P5P_c	FWD	rt6972_c	rt6972_c:1	protStoichAsgnAuto	 
PI45P5P_c	FWD	rt7001_c	rt7001_c:1	protStoichAsgnAuto	 
PI45P5P_c	FWD	rt7049_c	rt7049_c:1	protStoichAsgnAuto	 
PI45P5P_c	FWD	rt7177_c	rt7177_c:1	protStoichAsgnAuto	 
PI45P5P_en	FWD	rt6972_en	rt6972_en:1	protStoichAsgnAuto	 
PI45P5P_en	FWD	rt7001_en	rt7001_en:1	protStoichAsgnAuto	 
PI45P5P_en	FWD	rt7049_en	rt7049_en:1	protStoichAsgnAuto	 
PI45P5P_en	FWD	rt7177_en	rt7177_en:1	protStoichAsgnAuto	 
PI4P5K_en	FWD	rt3510_en	rt3510_en:1	protStoichAsgnAuto	 
PI4P5K_n	FWD	rt3510_n	rt3510_n:1	protStoichAsgnAuto	 
PI4PP_c	FWD	rt7001_c	rt7001_c:1	protStoichAsgnAuto	 
PI4PP_c	FWD	rt7049_c	rt7049_c:1	protStoichAsgnAuto	 
PI4PP_en	FWD	rt7001_en	rt7001_en:1	protStoichAsgnAuto	 
PI4PP_en	FWD	rt7049_en	rt7049_en:1	protStoichAsgnAuto	 
PI4PP_gm	FWD	rt3013_gm	rt3013_gm:1	protStoichAsgnAuto	 
PI4PP_rm	FWD	rt3013_rm	rt3013_rm:1	protStoichAsgnAuto	 
PIt_c_en	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
PIt_c_en	REV	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
PIt_c_gm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PIt_c_gm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PIt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PIt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto	
PIt_c_v	FWD	rt3050_v	rt3050_v:1	protStoichAsgnAuto	 
PIt_c_v	REV	rt3050_v	rt3050_v:1	protStoichAsgnManual	 
PIt_c_v	FWD	rt3166_v	rt3166_v:1	protStoichAsgnAuto	 
PIt_c_v	REV	rt3166_v	rt3166_v:1	protStoichAsgnManual	 
PIt_c_v	FWD	SPONT	zeroCost	protStoichAsgnAuto	 
PIt_c_v	REV	SPONT	zeroCost	protStoichAsgnManual	 
PIt_c_vm	FWD	rt3050_vm	rt3050_vm:1	protStoichAsgnAuto	 
PIt_c_vm	REV	rt3050_vm	rt3050_vm:1	protStoichAsgnManual	 
PIt_c_vm	FWD	rt3166_vm	rt3166_vm:1	protStoichAsgnAuto	 
PIt_c_vm	REV	rt3166_vm	rt3166_vm:1	protStoichAsgnManual	 
PIt_c_vm	FWD	SPONT	zeroCost	protStoichAsgnAuto	 
PIt_c_vm	REV	SPONT	zeroCost	protStoichAsgnManual	 
PIt_m_mm	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
PIt_m_mm	REV	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.
PIt_r_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto	
PItps_e	FWD	rt1948	rt1948:1	protStoichAsgnAuto	 
PItps_e	REV	rt1948	rt1948:1	protStoichAsgnManual	 
PItps_e	FWD	rt3318	rt3318:1	protStoichAsgnAuto	 
PItps_e	REV	rt3318	rt3318:1	protStoichAsgnManual	 
PItps_m	FWD	rt0521	rt0521:1	protStoichAsgnAuto	 
PItps_m	FWD	rt7506	rt7506:1	protStoichAsgnAuto	 
PKETF_c	FWD	rt5014	rt5014:1	protStoichAsgnAuto	 
PKETX_c	FWD	rt5014	rt5014:1	protStoichAsgnAuto	 
PLAA1lpc_en	FWD	rt4017	rt4017:1	protStoichAsgnAuto	 
PLAA1lpc_mm	FWD	rt5790	rt5790:1	protStoichAsgnAuto	 
PLAA1lpc_rm	FWD	rt5941	rt5941:1	protStoichAsgnAuto	 
PLAA1lpe_en	FWD	rt4017	rt4017:1	protStoichAsgnAuto	 
PLAA1lpe_mm	FWD	rt5790	rt5790:1	protStoichAsgnAuto	 
PLAA2pc_en	FWD	rt4017	rt4017:1	protStoichAsgnAuto	 
PLAA2pc_mm	FWD	rt4445	rt4445:1	protStoichAsgnAuto	 
PLAA2pc_rm	FWD	rt5941	rt5941:1	protStoichAsgnAuto	 
PLAA2pe_en	FWD	rt4017	rt4017:1	protStoichAsgnAuto	 
PLAA2pe_mm	FWD	rt4445	rt4445:1	protStoichAsgnAuto	 
PLACipc_m	FWD	rt7489_m	rt7489_m:1	protStoichAsgnAuto	 
PLACipc_r	FWD	rt7489_r	rt7489_r:1	protStoichAsgnAuto	 
PLACmip2c_m	FWD	rt7489_m	rt7489_m:1	protStoichAsgnAuto	 
PLACmip2c_r	FWD	rt7489_r	rt7489_r:1	protStoichAsgnAuto	 
PLACmipc_m	FWD	rt7489_m	rt7489_m:1	protStoichAsgnAuto	 
PLACmipc_r	FWD	rt7489_r	rt7489_r:1	protStoichAsgnAuto	 
PLACpail_c	FWD	rt3387	rt3387:1	protStoichAsgnAuto	 
PLACpail45p_c	FWD	rt4487_c	rt4487_c:1	protStoichAsgnAuto	 
PLACpail45p_n	FWD	rt4487_n	rt4487_n:1	protStoichAsgnAuto	 
